x,y,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_DATE,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,DIRECTION_MAX_GUST,MIN_TEMPERATURE,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,LOCAL_DAY,SNOW_ON_GROUND,LOCAL_MONTH,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,STATION_NAME,ID,TOTAL_PRECIPITATION_FLAG,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,LOCAL_YEAR,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE
-79.08333333333333,43.13333333333333,0,,1948-05-06 00:00:00,0,,4.6,,,6.1,,,,,,,T,,6135638,6,,5,,20.6,,ON,NIAGARA FALLS,6135638.1948.5.6,T,,0,0,1948,,13.4
-79.08333333333333,43.13333333333333,0,,1948-05-07 00:00:00,0,,5.5,,,7.8,T,,,,,,,,6135638,7,,5,,17.2,,ON,NIAGARA FALLS,6135638.1948.5.7,,,8.4,8.4,1948,,12.5
-79.08333333333333,43.13333333333333,0,,1948-05-08 00:00:00,0,,13.2,,,0.6,,,,,,,,,6135638,8,,5,,8.9,,ON,NIAGARA FALLS,6135638.1948.5.8,,,0,0,1948,,4.8
-79.08333333333333,43.13333333333333,0,,1948-05-09 00:00:00,0,,5.5,,,6.7,,,,,,,,,6135638,9,,5,,18.3,,ON,NIAGARA FALLS,6135638.1948.5.9,,,23.6,23.6,1948,,12.5
-79.08333333333333,43.13333333333333,0,,1948-05-10 00:00:00,0,,11.6,,,3.9,,,,,,,,,6135638,10,,5,,8.9,,ON,NIAGARA FALLS,6135638.1948.5.10,,,15,15,1948,,6.4
-79.08333333333333,43.13333333333333,0,,1948-05-11 00:00:00,0,,5.5,,,6.7,,,,,,,,,6135638,11,,5,,18.3,,ON,NIAGARA FALLS,6135638.1948.5.11,,,7.6,7.6,1948,,12.5
-79.08333333333333,43.13333333333333,0,,1948-05-12 00:00:00,0,,5.8,,,8.3,,,,,,,,,6135638,12,,5,,16.1,,ON,NIAGARA FALLS,6135638.1948.5.12,,,1.3,1.3,1948,,12.2
-79.08333333333333,43.13333333333333,0,,1948-05-13 00:00:00,0,,7.4,,,7.8,,,,,,,,,6135638,13,,5,,13.3,,ON,NIAGARA FALLS,6135638.1948.5.13,,,3,3,1948,,10.6
-79.08333333333333,43.13333333333333,0,,1948-05-14 00:00:00,0,,9.1,,,6.1,,,,,,,T,,6135638,14,,5,,11.7,,ON,NIAGARA FALLS,6135638.1948.5.14,T,,0,0,1948,,8.9
-79.08333333333333,43.13333333333333,0,,1948-05-15 00:00:00,0,,5.2,,,5,,,,,,,,,6135638,15,,5,,20.6,,ON,NIAGARA FALLS,6135638.1948.5.15,,,5.3,5.3,1948,,12.8
-79.08333333333333,43.13333333333333,0,,1948-05-16 00:00:00,0,,1.3,,,11.1,,,,,,,,,6135638,16,,5,,22.2,,ON,NIAGARA FALLS,6135638.1948.5.16,,,3,3,1948,,16.7
-79.08333333333333,43.13333333333333,0,,1948-05-17 00:00:00,0,,3.5,,,10.6,,,,,,,,,6135638,17,,5,,18.3,,ON,NIAGARA FALLS,6135638.1948.5.17,,,11.9,11.9,1948,,14.5
-79.08333333333333,43.13333333333333,0,,1948-05-18 00:00:00,0,,6.3,,,9.4,,,,,,,,,6135638,18,,5,,13.9,,ON,NIAGARA FALLS,6135638.1948.5.18,,,0,0,1948,,11.7
-79.08333333333333,43.13333333333333,0,,1948-05-19 00:00:00,0,,8.5,,,3.9,,,,,,,,,6135638,19,,5,,15,,ON,NIAGARA FALLS,6135638.1948.5.19,,,0,0,1948,,9.5
-79.08333333333333,43.13333333333333,0,,1948-05-20 00:00:00,0,,6.9,,,6.1,,,,,,,,,6135638,20,,5,,16.1,,ON,NIAGARA FALLS,6135638.1948.5.20,,,3.6,3.6,1948,,11.1
-79.08333333333333,43.13333333333333,0,,1948-05-21 00:00:00,0,,5.5,,,7.2,,,,,,,T,,6135638,21,,5,,17.8,,ON,NIAGARA FALLS,6135638.1948.5.21,T,,0,0,1948,,12.5
-79.08333333333333,43.13333333333333,0,,1948-05-22 00:00:00,0,,6.9,,,5,,,,,,,T,,6135638,22,,5,,17.2,,ON,NIAGARA FALLS,6135638.1948.5.22,T,,0,0,1948,,11.1
-79.08333333333333,43.13333333333333,0,,1948-05-23 00:00:00,0,,6.6,,,7.2,,,,,,,,,6135638,23,,5,,15.6,,ON,NIAGARA FALLS,6135638.1948.5.23,,,5.1,5.1,1948,,11.4
-79.08333333333333,43.13333333333333,0,,1948-05-24 00:00:00,0,,7.4,,,4.4,,,,,,,,,6135638,24,,5,,16.7,,ON,NIAGARA FALLS,6135638.1948.5.24,,,0,0,1948,,10.6
-79.08333333333333,43.13333333333333,0,,1948-05-25 00:00:00,0,,5.8,,,5,,,,,,,,,6135638,25,,5,,19.4,,ON,NIAGARA FALLS,6135638.1948.5.25,,,0,0,1948,,12.2
-79.08333333333333,43.13333333333333,0,,1948-05-26 00:00:00,0,,4.6,,,6.7,,,,,,,,,6135638,26,,5,,20,,ON,NIAGARA FALLS,6135638.1948.5.26,,,0,0,1948,,13.4
-79.08333333333333,43.13333333333333,0,,1948-05-27 00:00:00,0,,1.3,,,8.9,,,,,,,,,6135638,27,,5,,24.4,,ON,NIAGARA FALLS,6135638.1948.5.27,,,2.5,2.5,1948,,16.7
-79.08333333333333,43.13333333333333,1.2,,1948-05-28 00:00:00,0,,0,,,11.7,,,,,,,,,6135638,28,,5,,26.7,,ON,NIAGARA FALLS,6135638.1948.5.28,,,0,0,1948,,19.2
-79.08333333333333,43.13333333333333,0,,1948-05-29 00:00:00,0,,0.5,,,10,,,,,,,,,6135638,29,,5,,25,,ON,NIAGARA FALLS,6135638.1948.5.29,,,0,0,1948,,17.5
-79.08333333333333,43.13333333333333,0,,1948-05-30 00:00:00,0,,4.4,,,7.2,,,,,,,,,6135638,30,,5,,20,,ON,NIAGARA FALLS,6135638.1948.5.30,,,0,0,1948,,13.6
-79.08333333333333,43.13333333333333,0,,1948-05-31 00:00:00,0,,2.4,,,7.8,,,,,,,,,6135638,31,,5,,23.3,,ON,NIAGARA FALLS,6135638.1948.5.31,,,0,0,1948,,15.6
-79.08333333333333,43.13333333333333,0.4,,1948-06-01 00:00:00,0,,0,,,10,,,,,,,,,6135638,1,,6,,26.7,,ON,NIAGARA FALLS,6135638.1948.6.1,,,0,0,1948,,18.4
-79.08333333333333,43.13333333333333,0,,1948-06-02 00:00:00,0,,3.5,,,2.8,,,,,,,,,6135638,2,,6,,26.1,,ON,NIAGARA FALLS,6135638.1948.6.2,,,0,0,1948,,14.5
-79.08333333333333,43.13333333333333,2.3,,1948-06-03 00:00:00,0,,0,,,12.8,,,,,,,,,6135638,3,,6,,27.8,,ON,NIAGARA FALLS,6135638.1948.6.3,,,0,0,1948,,20.3
-79.08333333333333,43.13333333333333,2.6,,1948-06-04 00:00:00,0,,0,,,13.3,,,,,,,,,6135638,4,,6,,27.8,,ON,NIAGARA FALLS,6135638.1948.6.4,,,26.4,26.4,1948,,20.6
-79.08333333333333,43.13333333333333,1.5,,1948-06-05 00:00:00,0,,0,,,11.7,,,,,,,,,6135638,5,,6,,27.2,,ON,NIAGARA FALLS,6135638.1948.6.5,,,0,0,1948,,19.5
-79.08333333333333,43.13333333333333,0,,1948-06-06 00:00:00,0,,4.1,,,7.2,,,,,,,,,6135638,6,,6,,20.6,,ON,NIAGARA FALLS,6135638.1948.6.6,,,0,0,1948,,13.9
-79.08333333333333,43.13333333333333,0,,1948-06-07 00:00:00,0,,2.4,,,12.8,,,,,,,,,6135638,7,,6,,18.3,,ON,NIAGARA FALLS,6135638.1948.6.7,,,9.1,9.1,1948,,15.6
-79.08333333333333,43.13333333333333,0,,1948-06-08 00:00:00,0,,3,,,12.2,,,,,,,,,6135638,8,,6,,17.8,,ON,NIAGARA FALLS,6135638.1948.6.8,,,3.6,3.6,1948,,15
-79.08333333333333,43.13333333333333,0,,1948-06-09 00:00:00,0,,1,,,11.7,,,,,,,,,6135638,9,,6,,22.2,,ON,NIAGARA FALLS,6135638.1948.6.9,,,0,0,1948,,17
-79.08333333333333,43.13333333333333,0.4,,1948-06-10 00:00:00,0,,0,,,11.1,,,,,,,T,,6135638,10,,6,,25.6,,ON,NIAGARA FALLS,6135638.1948.6.10,T,,0,0,1948,,18.4
-79.08333333333333,43.13333333333333,1.4,,1948-06-11 00:00:00,0,,0,,,14.4,,,,,,,,,6135638,11,,6,,24.4,,ON,NIAGARA FALLS,6135638.1948.6.11,,,0,0,1948,,19.4
-79.08333333333333,43.13333333333333,1.5,,1948-06-12 00:00:00,0,,0,,,15.6,,,,,,,,,6135638,12,,6,,23.3,,ON,NIAGARA FALLS,6135638.1948.6.12,,,1.8,1.8,1948,,19.5
-79.08333333333333,43.13333333333333,0,,1948-06-13 00:00:00,0,,0.8,,,11.1,,,,,,,,,6135638,13,,6,,23.3,,ON,NIAGARA FALLS,6135638.1948.6.13,,,0,0,1948,,17.2
-79.08333333333333,43.13333333333333,1.5,,1948-06-14 00:00:00,0,,0,,,12.8,,,,,,,,,6135638,14,,6,,26.1,,ON,NIAGARA FALLS,6135638.1948.6.14,,,0,0,1948,,19.5
-79.08333333333333,43.13333333333333,0.4,,1948-06-15 00:00:00,0,,0,,,12.8,,,,,,,,,6135638,15,,6,,23.9,,ON,NIAGARA FALLS,6135638.1948.6.15,,,0,0,1948,,18.4
-79.08333333333333,43.13333333333333,0,,1948-06-16 00:00:00,0,,2.7,,,8.9,,,,,,,,,6135638,16,,6,,21.7,,ON,NIAGARA FALLS,6135638.1948.6.16,,,0,0,1948,,15.3
-79.08333333333333,43.13333333333333,0,,1948-06-17 00:00:00,0,,1.3,,,10.6,,,,,,,,,6135638,17,,6,,22.8,,ON,NIAGARA FALLS,6135638.1948.6.17,,,0,0,1948,,16.7
-79.08333333333333,43.13333333333333,0,,1948-06-18 00:00:00,0,,1.6,,,11.1,,,,,,,T,,6135638,18,,6,,21.7,,ON,NIAGARA FALLS,6135638.1948.6.18,T,,0,0,1948,,16.4
-79.08333333333333,43.13333333333333,0,,1948-06-19 00:00:00,0,,1,,,12.8,,,,,,,,,6135638,19,,6,,21.1,,ON,NIAGARA FALLS,6135638.1948.6.19,,,0,0,1948,,17
-79.08333333333333,43.13333333333333,0.9,,1948-06-20 00:00:00,0,,0,,,11.7,,,,,,,,,6135638,20,,6,,26.1,,ON,NIAGARA FALLS,6135638.1948.6.20,,,0,0,1948,,18.9
-79.08333333333333,43.13333333333333,1.2,,1948-06-21 00:00:00,0,,0,,,13.9,,,,,,,T,,6135638,21,,6,,24.4,,ON,NIAGARA FALLS,6135638.1948.6.21,T,,0,0,1948,,19.2
-79.08333333333333,43.13333333333333,1.2,,1948-06-22 00:00:00,0,,0,,,15.6,,,,,,,,,6135638,22,,6,,22.8,,ON,NIAGARA FALLS,6135638.1948.6.22,,,10.9,10.9,1948,,19.2
-79.08333333333333,43.13333333333333,6.5,,1948-06-23 00:00:00,0,,0,,,18.9,,,,,,,,,6135638,23,,6,,30,,ON,NIAGARA FALLS,6135638.1948.6.23,,,0,0,1948,,24.5
-79.08333333333333,43.13333333333333,8.7,,1948-06-24 00:00:00,0,,0,,,22.8,,,,,,,,,6135638,24,,6,,30.6,,ON,NIAGARA FALLS,6135638.1948.6.24,,,2.5,2.5,1948,,26.7
-79.08333333333333,43.13333333333333,4.5,,1948-06-25 00:00:00,0,,0,,,17.2,,,,,,,,,6135638,25,,6,,27.8,,ON,NIAGARA FALLS,6135638.1948.6.25,,,0,0,1948,,22.5
-79.08333333333333,43.13333333333333,3.2,,1948-06-26 00:00:00,0,,0,,,15.6,,,,,,,,,6135638,26,,6,,26.7,,ON,NIAGARA FALLS,6135638.1948.6.26,,,0,0,1948,,21.2
-79.08333333333333,43.13333333333333,4.5,,1948-06-27 00:00:00,0,,0,,,18.3,,,,,,,,,6135638,27,,6,,26.7,,ON,NIAGARA FALLS,6135638.1948.6.27,,,12.7,12.7,1948,,22.5
-79.08333333333333,43.13333333333333,6.4,,1948-06-28 00:00:00,0,,0,,,19.4,,,,,,,,,6135638,28,,6,,29.4,,ON,NIAGARA FALLS,6135638.1948.6.28,,,0,0,1948,,24.4
-79.08333333333333,43.13333333333333,8.4,,1948-06-29 00:00:00,0,,0,,,21.1,,,,,,,,,6135638,29,,6,,31.7,,ON,NIAGARA FALLS,6135638.1948.6.29,,,6.4,6.4,1948,,26.4
-79.08333333333333,43.13333333333333,6.2,,1948-06-30 00:00:00,0,,0,,,17.8,,,,,,,,,6135638,30,,6,,30.6,,ON,NIAGARA FALLS,6135638.1948.6.30,,,0,0,1948,,24.2
-79.08333333333333,43.13333333333333,0.1,,1948-07-01 00:00:00,0,,0,,,11.1,,,,,,,,,6135638,1,,7,,25,,ON,NIAGARA FALLS,6135638.1948.7.1,,,0,0,1948,,18.1
-79.08333333333333,43.13333333333333,0,,1948-07-02 00:00:00,0,,0.5,,,10.6,,,,,,,,,6135638,2,,7,,24.4,,ON,NIAGARA FALLS,6135638.1948.7.2,,,0,0,1948,,17.5
-79.08333333333333,43.13333333333333,4.3,,1948-07-03 00:00:00,0,,0,,,17.8,,,,,,,,,6135638,3,,7,,26.7,,ON,NIAGARA FALLS,6135638.1948.7.3,,,0,0,1948,,22.3
-79.08333333333333,43.13333333333333,5.4,,1948-07-04 00:00:00,0,,0,,,16.1,,,,,,,,,6135638,4,,7,,30.6,,ON,NIAGARA FALLS,6135638.1948.7.4,,,0,0,1948,,23.4
-79.08333333333333,43.13333333333333,7.9,,1948-07-05 00:00:00,0,,0,,,20.6,,,,,,,,,6135638,5,,7,,31.1,,ON,NIAGARA FALLS,6135638.1948.7.5,,,5.1,5.1,1948,,25.9
-79.08333333333333,43.13333333333333,6.7,,1948-07-06 00:00:00,0,,0,,,19.4,,,,,,,,,6135638,6,,7,,30,,ON,NIAGARA FALLS,6135638.1948.7.6,,,4.8,4.8,1948,,24.7
-79.08333333333333,43.13333333333333,0.3,,1948-07-07 00:00:00,0,,0,,,13.3,,,,,,,,,6135638,7,,7,,23.3,,ON,NIAGARA FALLS,6135638.1948.7.7,,,0,0,1948,,18.3
-79.08333333333333,43.13333333333333,3.7,,1948-07-08 00:00:00,0,,0,,,15,,,,,,,,,6135638,8,,7,,28.3,,ON,NIAGARA FALLS,6135638.1948.7.8,,,0,0,1948,,21.7
-79.08333333333333,43.13333333333333,0,,1948-07-09 00:00:00,0,,0.5,,,5.6,,,,,,,,,6135638,9,,7,,29.4,,ON,NIAGARA FALLS,6135638.1948.7.9,,,0,0,1948,,17.5
-79.08333333333333,43.13333333333333,10.1,,1948-07-10 00:00:00,0,,0,,,24.4,,,,,,,,,6135638,10,,7,,31.7,,ON,NIAGARA FALLS,6135638.1948.7.10,,,0,0,1948,,28.1
-79.08333333333333,43.13333333333333,7.9,,1948-07-11 00:00:00,0,,0,,,20,,,,,,,,,6135638,11,,7,,31.7,,ON,NIAGARA FALLS,6135638.1948.7.11,,,0,0,1948,,25.9
-79.08333333333333,43.13333333333333,9,,1948-07-12 00:00:00,0,,0,,,21.1,,,,,,,,,6135638,12,,7,,32.8,,ON,NIAGARA FALLS,6135638.1948.7.12,,,0,0,1948,,27
-79.08333333333333,43.13333333333333,8.7,,1948-07-13 00:00:00,0,,0,,,22.2,,,,,,,,,6135638,13,,7,,31.1,,ON,NIAGARA FALLS,6135638.1948.7.13,,,0,0,1948,,26.7
-79.08333333333333,43.13333333333333,3.7,,1948-07-14 00:00:00,0,,0,,,17.2,,,,,,,,,6135638,14,,7,,26.1,,ON,NIAGARA FALLS,6135638.1948.7.14,,,0,0,1948,,21.7
-79.08333333333333,43.13333333333333,3.1,,1948-07-15 00:00:00,0,,0,,,13.9,,,,,,,,,6135638,15,,7,,28.3,,ON,NIAGARA FALLS,6135638.1948.7.15,,,0,0,1948,,21.1
-79.08333333333333,43.13333333333333,5.4,,1948-07-16 00:00:00,0,,0,,,18.9,,,,,,,,,6135638,16,,7,,27.8,,ON,NIAGARA FALLS,6135638.1948.7.16,,,0,0,1948,,23.4
-79.08333333333333,43.13333333333333,8.7,,1948-07-17 00:00:00,0,,0,,,21.1,,,,,,,,,6135638,17,,7,,32.2,,ON,NIAGARA FALLS,6135638.1948.7.17,,,0,0,1948,,26.7
-79.08333333333333,43.13333333333333,7.3,,1948-07-18 00:00:00,0,,0,,,21.1,,,,,,,T,,6135638,18,,7,,29.4,,ON,NIAGARA FALLS,6135638.1948.7.18,T,,0,0,1948,,25.3
-79.08333333333333,43.13333333333333,5.4,,1948-07-19 00:00:00,0,,0,,,16.7,,,,,,,,,6135638,19,,7,,30,,ON,NIAGARA FALLS,6135638.1948.7.19,,,0,0,1948,,23.4
-79.08333333333333,43.13333333333333,6.5,,1948-07-20 00:00:00,0,,0,,,17.8,,,,,,,,,6135638,20,,7,,31.1,,ON,NIAGARA FALLS,6135638.1948.7.20,,,0,0,1948,,24.5
-79.08333333333333,43.13333333333333,8.1,,1948-07-21 00:00:00,0,,0,,,21.1,,,,,,,,,6135638,21,,7,,31.1,,ON,NIAGARA FALLS,6135638.1948.7.21,,,5.8,5.8,1948,,26.1
-79.08333333333333,43.13333333333333,4.3,,1948-07-22 00:00:00,0,,0,,,17.8,,,,,,,,,6135638,22,,7,,26.7,,ON,NIAGARA FALLS,6135638.1948.7.22,,,6.6,6.6,1948,,22.3
-79.08333333333333,43.13333333333333,7.6,,1948-07-23 00:00:00,0,,0,,,20,,,,,,,,,6135638,23,,7,,31.1,,ON,NIAGARA FALLS,6135638.1948.7.23,,,7.1,7.1,1948,,25.6
-79.08333333333333,43.13333333333333,1.7,,1948-07-24 00:00:00,0,,0,,,14.4,,,,,,,,,6135638,24,,7,,25,,ON,NIAGARA FALLS,6135638.1948.7.24,,,0,0,1948,,19.7
-79.08333333333333,43.13333333333333,3.4,,1948-07-25 00:00:00,0,,0,,,15,,,,,,,,,6135638,25,,7,,27.8,,ON,NIAGARA FALLS,6135638.1948.7.25,,,0,0,1948,,21.4
-79.08333333333333,43.13333333333333,2.9,,1948-07-26 00:00:00,0,,0,,,16.1,,,,,,,,,6135638,26,,7,,25.6,,ON,NIAGARA FALLS,6135638.1948.7.26,,,1.3,1.3,1948,,20.9
-79.08333333333333,43.13333333333333,7,,1948-07-27 00:00:00,0,,0,,,20,,,,,,,,,6135638,27,,7,,30,,ON,NIAGARA FALLS,6135638.1948.7.27,,,18,18,1948,,25
-79.08333333333333,43.13333333333333,4.5,,1948-07-28 00:00:00,0,,0,,,17.2,,,,,,,,,6135638,28,,7,,27.8,,ON,NIAGARA FALLS,6135638.1948.7.28,,,0,0,1948,,22.5
-79.08333333333333,43.13333333333333,5.1,,1948-07-29 00:00:00,0,,0,,,16.7,,,,,,,,,6135638,29,,7,,29.4,,ON,NIAGARA FALLS,6135638.1948.7.29,,,0,0,1948,,23.1
-79.08333333333333,43.13333333333333,7.3,,1948-07-30 00:00:00,0,,0,,,20.6,,,,,,,,,6135638,30,,7,,30,,ON,NIAGARA FALLS,6135638.1948.7.30,,,0.8,0.8,1948,,25.3
-79.08333333333333,43.13333333333333,4.8,,1948-07-31 00:00:00,0,,0,,,17.8,,,,,,,,,6135638,31,,7,,27.8,,ON,NIAGARA FALLS,6135638.1948.7.31,,,0,0,1948,,22.8
-79.08333333333333,43.13333333333333,4.5,,1948-08-01 00:00:00,0,,0,,,17.8,,,,,,,,,6135638,1,,8,,27.2,,ON,NIAGARA FALLS,6135638.1948.8.1,,,0.8,0.8,1948,,22.5
-79.08333333333333,43.13333333333333,0.6,,1948-08-02 00:00:00,0,,0,,,13.3,,,,,,,,,6135638,2,,8,,23.9,,ON,NIAGARA FALLS,6135638.1948.8.2,,,0,0,1948,,18.6
-79.08333333333333,43.13333333333333,2,,1948-08-03 00:00:00,0,,0,,,14.4,,,,,,,,,6135638,3,,8,,25.6,,ON,NIAGARA FALLS,6135638.1948.8.3,,,0,0,1948,,20
-79.08333333333333,43.13333333333333,2.3,,1948-08-04 00:00:00,0,,0,,,15.6,,,,,,,,,6135638,4,,8,,25,,ON,NIAGARA FALLS,6135638.1948.8.4,,,0,0,1948,,20.3
-79.08333333333333,43.13333333333333,0.9,,1948-08-05 00:00:00,0,,0,,,14.4,,,,,,,,,6135638,5,,8,,23.3,,ON,NIAGARA FALLS,6135638.1948.8.5,,,0,0,1948,,18.9
-79.08333333333333,43.13333333333333,0,,1948-08-06 00:00:00,0,,0.2,,,11.7,,,,,,,T,,6135638,6,,8,,23.9,,ON,NIAGARA FALLS,6135638.1948.8.6,T,,0,0,1948,,17.8
-79.08333333333333,43.13333333333333,0,,1948-08-07 00:00:00,0,,0.7,,,10.6,,,,,,,,,6135638,7,,8,,23.9,,ON,NIAGARA FALLS,6135638.1948.8.7,,,0,0,1948,,17.3
-79.08333333333333,43.13333333333333,0.3,,1948-08-08 00:00:00,0,,0,,,12.2,,,,,,,,,6135638,8,,8,,24.4,,ON,NIAGARA FALLS,6135638.1948.8.8,,,14.7,14.7,1948,,18.3
-79.08333333333333,43.13333333333333,1.2,,1948-08-09 00:00:00,0,,0,,,13.3,,,,,,,,,6135638,9,,8,,25,,ON,NIAGARA FALLS,6135638.1948.8.9,,,0,0,1948,,19.2
-79.08333333333333,43.13333333333333,2,,1948-08-10 00:00:00,0,,0,,,13.3,,,,,,,,,6135638,10,,8,,26.7,,ON,NIAGARA FALLS,6135638.1948.8.10,,,0,0,1948,,20
-79.08333333333333,43.13333333333333,4.2,,1948-08-11 00:00:00,0,,0,,,17.2,,,,,,,,,6135638,11,,8,,27.2,,ON,NIAGARA FALLS,6135638.1948.8.11,,,0,0,1948,,22.2
-79.08333333333333,43.13333333333333,3.7,,1948-08-12 00:00:00,0,,0,,,18.3,,,,,,,,,6135638,12,,8,,25,,ON,NIAGARA FALLS,6135638.1948.8.12,,,15.2,15.2,1948,,21.7
-79.08333333333333,43.13333333333333,2.3,,1948-08-13 00:00:00,0,,0,,,15.6,,,,,,,T,,6135638,13,,8,,25,,ON,NIAGARA FALLS,6135638.1948.8.13,T,,0,0,1948,,20.3
-79.08333333333333,43.13333333333333,2.6,,1948-08-14 00:00:00,0,,0,,,14.4,,,,,,,,,6135638,14,,8,,26.7,,ON,NIAGARA FALLS,6135638.1948.8.14,,,0,0,1948,,20.6
-79.08333333333333,43.13333333333333,2.8,,1948-08-15 00:00:00,0,,0,,,14.4,,,,,,,,,6135638,15,,8,,27.2,,ON,NIAGARA FALLS,6135638.1948.8.15,,,0,0,1948,,20.8
-79.08333333333333,43.13333333333333,4.3,,1948-08-16 00:00:00,0,,0,,,15.6,,,,,,,,,6135638,16,,8,,28.9,,ON,NIAGARA FALLS,6135638.1948.8.16,,,0,0,1948,,22.3
-79.08333333333333,43.13333333333333,5.9,,1948-08-17 00:00:00,0,,0,,,18.3,,,,,,,T,,6135638,17,,8,,29.4,,ON,NIAGARA FALLS,6135638.1948.8.17,T,,0,0,1948,,23.9
-79.08333333333333,43.13333333333333,3.1,,1948-08-18 00:00:00,0,,0,,,18.9,,,,,,,,,6135638,18,,8,,23.3,,ON,NIAGARA FALLS,6135638.1948.8.18,,,10.2,10.2,1948,,21.1
-79.08333333333333,43.13333333333333,3.4,,1948-08-19 00:00:00,0,,0,,,16.7,,,,,,,,,6135638,19,,8,,26.1,,ON,NIAGARA FALLS,6135638.1948.8.19,,,0,0,1948,,21.4
-79.08333333333333,43.13333333333333,4,,1948-08-20 00:00:00,0,,0,,,17.2,,,,,,,,,6135638,20,,8,,26.7,,ON,NIAGARA FALLS,6135638.1948.8.20,,,0,0,1948,,22
-79.08333333333333,43.13333333333333,4.5,,1948-08-21 00:00:00,0,,0,,,16.7,,,,,,,,,6135638,21,,8,,28.3,,ON,NIAGARA FALLS,6135638.1948.8.21,,,0,0,1948,,22.5
-79.08333333333333,43.13333333333333,6.5,,1948-08-22 00:00:00,0,,0,,,16.7,,,,,,,,,6135638,22,,8,,32.2,,ON,NIAGARA FALLS,6135638.1948.8.22,,,0,0,1948,,24.5
-79.08333333333333,43.13333333333333,6.2,,1948-08-23 00:00:00,0,,0,,,17.8,,,,,,,,,6135638,23,,8,,30.6,,ON,NIAGARA FALLS,6135638.1948.8.23,,,0,0,1948,,24.2
-79.08333333333333,43.13333333333333,8.1,,1948-08-24 00:00:00,0,,0,,,20,,,,,,,,,6135638,24,,8,,32.2,,ON,NIAGARA FALLS,6135638.1948.8.24,,,0,0,1948,,26.1
-79.08333333333333,43.13333333333333,6.5,,1948-08-25 00:00:00,0,,0,,,13.9,,,,,,,,,6135638,25,,8,,35,,ON,NIAGARA FALLS,6135638.1948.8.25,,,0,0,1948,,24.5
-79.08333333333333,43.13333333333333,12,,1948-08-26 00:00:00,0,,0,,,21.7,,,,,,,,,6135638,26,,8,,38.3,,ON,NIAGARA FALLS,6135638.1948.8.26,,,0,0,1948,,30
-79.08333333333333,43.13333333333333,11.2,,1948-08-27 00:00:00,0,,0,,,21.7,,,,,,,,,6135638,27,,8,,36.7,,ON,NIAGARA FALLS,6135638.1948.8.27,,,0,0,1948,,29.2
-79.08333333333333,43.13333333333333,12,,1948-08-28 00:00:00,0,,0,,,23.3,,,,,,,,,6135638,28,,8,,36.7,,ON,NIAGARA FALLS,6135638.1948.8.28,,,0,0,1948,,30
-79.08333333333333,43.13333333333333,10.6,,1948-08-29 00:00:00,0,,0,,,22.8,,,,,,,,,6135638,29,,8,,34.4,,ON,NIAGARA FALLS,6135638.1948.8.29,,,0,0,1948,,28.6
-79.08333333333333,43.13333333333333,5.4,,1948-08-30 00:00:00,0,,0,,,16.1,,,,,,,,,6135638,30,,8,,30.6,,ON,NIAGARA FALLS,6135638.1948.8.30,,,0,0,1948,,23.4
-79.08333333333333,43.13333333333333,0.9,,1948-08-31 00:00:00,0,,0,,,15.6,,,,,,,,,6135638,31,,8,,22.2,,ON,NIAGARA FALLS,6135638.1948.8.31,,,0,0,1948,,18.9
-79.08333333333333,43.13333333333333,0,,1948-09-01 00:00:00,0,,0.7,,,11.7,,,,,,,,,6135638,1,,9,,22.8,,ON,NIAGARA FALLS,6135638.1948.9.1,,,0,0,1948,,17.3
-79.08333333333333,43.13333333333333,2.9,,1948-09-02 00:00:00,0,,0,,,15.6,,,,,,,,,6135638,2,,9,,26.1,,ON,NIAGARA FALLS,6135638.1948.9.2,,,0,0,1948,,20.9
-79.08333333333333,43.13333333333333,3.7,,1948-09-03 00:00:00,0,,0,,,15,,,,,,,,,6135638,3,,9,,28.3,,ON,NIAGARA FALLS,6135638.1948.9.3,,,0,0,1948,,21.7
-79.08333333333333,43.13333333333333,5.4,,1948-09-04 00:00:00,0,,0,,,17.8,,,,,,,,,6135638,4,,9,,28.9,,ON,NIAGARA FALLS,6135638.1948.9.4,,,0,0,1948,,23.4
-79.08333333333333,43.13333333333333,6.5,,1948-09-05 00:00:00,0,,0,,,16.7,,,,,,,,,6135638,5,,9,,32.2,,ON,NIAGARA FALLS,6135638.1948.9.5,,,0,0,1948,,24.5
-79.08333333333333,43.13333333333333,7.3,,1948-09-06 00:00:00,0,,0,,,20,,,,,,,,,6135638,6,,9,,30.6,,ON,NIAGARA FALLS,6135638.1948.9.6,,,3.3,3.3,1948,,25.3
